Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year
Suzanne Little,Holistic features for real-time crowd behaviour anomaly detection,"Mark Marsden, Kevin McGuinness, Suzanne Little, Noel O’Connor",2016 IEEE International Conference on Image Processing (ICIP) 918-922,37,2016
Suzanne Little,Action recognition in video using a spatial-temporal graph-based feature representation,"Iveel Jargalsaikhan, Suzanne Little, Remi Trichet, Noel O’Connor",2015 12th IEEE International Conference on Advanced Video and Signal Based …,4,2015
Suzanne Little,Empirical exploration of extreme SVM-RBF parameter values for visual object classification,"Rami Albatal, Suzanne Little",International Conference on Multimedia Modeling 299-306,4,2014
Suzanne Little,An evaluation of local action descriptors for human action classification in the presence of occlusion,"Iveel Jargalsaikhan, Cem Direkoglu, Suzanne Little, Noel O’Connor",12th IEEE International Conference on Advanced Video and Signal based …,5,2014
Suzanne Little,The impact of video transcoding parameters on event detection for surveillance systems,"Emmanouil Kafetzakis, Christos Xilouris, Michail Alexandros Kourtis, Marcos Nieto, Iveel Jargalsaikhan, Suzanne Little",2013 IEEE International Symposium on Multimedia 333-338,12,2013
Suzanne Little,Action recognition based on sparse motion trajectories,"Iveel Jargalsaikhan, Suzanne Little, Cem Direkoglu, Noel O’Connor",2013 IEEE International Conference on Image Processing 3982-3985,18,2013
Suzanne Little,Interactive surveillance event detection at TRECVid2012,"Suzanne Little, Iveel Jargalsaikhan, Kathy Clawson, Marcos Nieto, Hao Li, Cem Direkoglu, Noel O’Connor, Alan F. Smeaton, Jun Li, Brian Scotney, Hui Wang, Seán Gaines, Aitor Rodriguez, Pedro Sanchez, Ana Martınez Llorens, Karina Villarroel Peniza, Roberto Gimenez, Raúl Santos De La Cámara, Anna Mereu, Celso Prados, Emmanouil Kafetzakis",Proceedings of the 3rd ACM conference on International conference on …,1,2013
Suzanne Little,An information retrieval approach to identifying infrequent events in surveillance video,"Suzanne Little, Iveel Jargalsaikhan, Kathy Clawson, Marcos Nieto, Hao Li, Cem Direkoglu, Noel O’Connor, Alan F. Smeaton, Brian Scotney, Hui Wang, Jun Li",Proceedings of the 3rd ACM conference on International conference on …,23,2013
Suzanne Little,Identifying and addressing challenges for search and analysis of disparate surveillance video archives,"Suzanne Little, Kathy Clawson, Anna Mereu, Aitor Rodriguez",IET Digital Library,4,2013
Suzanne Little,""" Colearning""-Collaborative Open Learning through OER and Social Media","Alexandra Okada, Izabel Meister, Alexander Mikroyannidis, Suzanne Little",EdUEMA,6,2013
Suzanne Little,SAVASA project@ TRECVid 2013: semantic indexing and interactive surveillance event detection,"Suzanne Little, Iveel Jargalsaikhan, Rami Albatal, Cem Direkoglu, Noel O’Connor, Alan F. Smeaton, Kathy Clawson, Min Jing, Brian Scotney, Hui Wang, Jun Li, Marcos Nieto, Juan Diego Ortega, Aitor Rodriguez, Inigo Aramburu, Emmanouil Kafetzakis",,0,2013
Suzanne Little,Finding and reusing learning materials with multimedia similarity search and social networks,"Suzanne Little, Rebecca Ferguson, Stefan Ruger",Technology Pedagogy and Education 21 (2) 255-271,11,2012
Suzanne Little,Coaprendizagem através de REA e Mídias Sociais,"Alexandra Okada, Alexander Mikroyannidis, Izabel Meister, Suzanne Little",Open Educational Resources and Social Networks: Colearning and professional …,11,2012
Suzanne Little,"“Colearning”-collaborative networks for creating, sharing and reusing OER through social media","Alexandra Okada, Alexander Mikroyannidis, Izabel Meister, Suzanne Little",,50,2012
Suzanne Little,SAVASA–STANDARDS-BASED APPROACH TO VIDEO ARCHIVE SEARCH AND ANALYSIS,"Suzanne Little, Kathy Clawson, Cem Direkoglu, Seán Gaines, Francesca Gaudino, Iveel Jargalsaikhan, Emmanouil Kafetzakis, Tasos Kourtis, Jun Li",,0,2012
Suzanne Little,Coaprendizagem através de REA e Redes Sociais,"Alexandra Okada, Alexander Mikroyannidis, Izabel Meister, Suzanne Little",Okada A,6,2012
Suzanne Little,Multimedia: information representation and access,"Suzanne Little, Evan Brown, Stefan Ruger",Facet Publishing,1,2011
Suzanne Little,"Multimedia: behaviour, interfaces and interaction.","Haiming Liu, Suzanne Little, Stefan Ruger",Interactive Information Seeking Behaviour and Retrieval 221-234,4,2011
Suzanne Little,Navigating and discovering educational materials through visual similarity search,Suzanne Little,EdMedia+ Innovate Learning 1940-1949,8,2011
Suzanne Little,Supporting the collaborative adaptation of open educational resources: The OpenScout Tool Library,"Alexander Mikroyannidis, Alexandra Okada, Suzanne Little, Teresa Connolly",EdMedia+ Innovate Learning 3734-3739,13,2011
Suzanne Little,Formal metadata and shared experiences for discovering tools to adapt open educational resources,"Suzanne Little, Alexander Mikroyannidis, Alexandra Okada, Peter Scott",2011 Seventh International Conference on Signal Image Technology & Internet …,8,2011
Suzanne Little,ECIR 2010: 32nd european conference on information retrieval research,"Cathal Gurrin, Yulan He, Udo Kruschwitz, Suzanne Little, Stefan Ruger",ACM SIGIR Forum 44 (1) 2-18,0,2010
Suzanne Little,NewsRoom: An information-seeking support system for news videos,"Abdigani Diriye, Srdan Zagorac, Suzanne Little, Stefan Ruger",Proceedings of the international conference on Multimedia information …,5,2010
Suzanne Little,Recent developments in information retrieval,"Cathal Gurrin, Yulan He, Gabriella Kazai, Udo Kruschwitz, Suzanne Little, Thomas Roelleke, Stefan Ruger, Keith Van Rijsbergen",European Conference on Information Retrieval 1-9,5,2010
Suzanne Little,"Evaluation of feature subset selection, feature weighting, and prototype selection for biomedical applications","Suzanne Little, Sara Colantonio, Ovidio Salvetti, Petra Perner",Journal of Software Engineering and Applications 3 (01) 39,8,2010
Suzanne Little,Prototype–Based Classification in Unbalanced Biomedical Problems,"Sara Colantonio, Suzanne Little, Ovidio Salvetti, Petra Perner",Successful Case-based Reasoning Applications-I 143-163,4,2010
Suzanne Little,An overview of evaluation campaigns in multimedia retrieval,"Suzanne Little, Ainhoa Llorente, Stefan Ruger",ImageCLEF 507-525,8,2010
Suzanne Little,Conservation of effort in feature selection for image annotation,"Suzanne Little, Stefan Ruger",2009 IEEE International Workshop on Multimedia Signal Processing 1-6,8,2009
Suzanne Little,Can Prototype-Based Classification be a good Method for Biomedical Applications?.,"Suzanne Little, Sara Colatino, Ovidio Salvetti, Petra Perner",Trans. MLDM 2 (1) 44-61,5,2009
Suzanne Little,Automated content based video retrieval,"Sr An Zagorac, Ainhoa Llorente, Suzanne Little, Haiming Liu, Stefan Ruger",,3,2009
Suzanne Little,MMIS at ImageCLEF 2009: Non-parametric Density Estimation Algorithms.,"Ainhoa Llorente, Suzanne Little, Stefan Ruger",CLEF (Working Notes),4,2009
