Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Andy Way,Automatic Construction of Parallel Dialogue Corpora with Rich Information,"Xiaojun Zhang, Longyue Wang, Liu Qun, Andy Way",Springer,0,2018,,
Andy Way,Relating translation quality barriers to source-text properties,"Federico Gaspari, Antonio Toral, Arle Lommel, Stephen Doherty, Josef Van Genabith, Andy Way",International Conference on Language Resources and Evaluation Reykjavik …,2,2014,,
Andy Way,Given Bilingual Terminology in Statistical Machine Translation: MWE-Sensitve Word Alignment and Hierarchical Pitman-Yor Process-Based Translation Model Smoothing.,"Tsuyoshi Okita, Andy Way",FLAIRS Conference,6,2011,,
Andy Way,SmartMATE: Online self-serve access to state-of-the-art SMT,"Andy Way, Kenny Holden, Lee Ball, Gavin Wheeldon",Proceedings of the Third Joint EM+/CNGL Workshop “Bringing MT to the User …,11,2011,,
Andy Way,"PRINCIPLE: Providing Resources in Irish, Norwegian, Croatian and Icelandic for the Purposes of Language Engineering","Andy Way, Federico Gaspari",Proceedings of Machine Translation Summit XVII Volume 2: Translator Project …,1,2019,,
Andy Way,Aligners Integrated Into The Platform,"Antonio Toral, Pavel Pecina, Andy Way",,0,2014,,
Andy Way,Neural Machine Translation of Low-resource Languages using SMT Phrase Pair Injection,"Sukanta Sen, Mohammad Hasanuzzaman, Asif Ekbal, Pushpak Bhattacharyya, Andy Way",,0,2018,,
Andy Way,Dcu-lingo24 participation in wmt 2014 hindi-english translation task,"Xiaofeng Wu, Rejwanul Haque, Tsuyoshi Okita, Piyush Arora, Andy Way, Liu Qun",Proceedings of the Ninth Workshop on Statistical Machine Translation 215-220,1,2014,,
Andy Way,MWE-sensitive word alignment in factored translation model,"Tsuyoshi Okita, Andy Way",Proceedings of MTML 16-17,2,2011,,
Andy Way,Tailor-made quality-controlled translation,"Sergio Penkale, Andy Way",Proceedings of Translating and the Computer 35,7,2013,,
Andy Way,Analysing terminology translation errors in statistical and neural machine translation,"Rejwanul Haque, Mohammad Hasanuzzaman, Andy Way",Machine Translation 1-47,0,2020,,
Andy Way,Traditional and emerging use-cases for machine translation,Andy Way,Proceedings of Translating and the Computer 35 12,37,2013,,
Andy Way,Hierarchical phrase-based mt for phonetic representation-based speech translation,"Zeeshan Ahmed, Jie Jiang, Julie Carson-Berndsen, Peter Cahill, Andy Way",Proceedings of the tenth Biennial Conference of the Association for Machine …,4,2012,,
Andy Way,Proceedings of Machine Translation Summit XVII Volume 1: Research Track,"Mikel Forcada, Andy Way, Barry Haddow, Rico Sennrich",Proceedings of Machine Translation Summit XVII Volume 1: Research Track,0,2019,,
Andy Way,Hierarchical Pitman-Yor Language Model for Machine Translation,"Tsuyoshi Okita, Andy Way",2010 International Conference on Asian Language Processing 245-248,3,2010,,
Andy Way,"Panning for EBMT gold, or “Remembering not to forget”",Andy Way,Machine translation 24 (3-4) 177-208,8,2010,,
Andy Way,Adaptando NMT a la traducción de pies de imagen en Wikimedia Commons para idiomas con pocos recursos,"Gorka Labaka Intxauspe, Iñaki Alegría Loinaz, Alberto Poncelas, Kepa Sarasola, Meghan Dowling, Andy Way",Procesamiento del lenguaje natural 33-40,0,2019,,
Andy Way,Extrinsic evaluation of web-crawlers in machine translation: a case study on croatian–english for the tourism domain,"Antonio Toral, Raphael Rubino, Miquel Espla-Gomis, Tommi Pirinen, Andy Way, Gema Ramirez-Sanchez",Proceedings of the 17th Conference of the European Association for Machine …,12,2014,,
Andy Way,Investigating terminology translation in statistical and neural machine translation: A case study on english-to-hindi and hindi-to-english,"Rejwanul Haque, Mohammad Hasanuzzaman, Andy Way",Proceedings of the International Conference on Recent Advances in Natural …,3,2019,,
Andy Way,Domain adaptation of statistical machine translation with domain-focused web crawling,"Pavel Pecina, Antonio Toral, Vassilis Papavassiliou, Prokopis Prokopidis, Ales Tamchyna, Andy Way, Josef Van Genabith",Language resources and evaluation 49 (1) 147-193,20,2015,,
Andy Way,Automatic Acquisition of Machine Translation Resources in the Abu-MaTran Project,"Antonio Toral, Tommi Pirinen, Andy Way, Raphael Rubino, Gema Ramirez-Sanchez, Sergio Ortiz Rojas, Víctor Sánchez-Cartagena, Jorge Ferrández-Tordera, Mikel Forcada, Miquel Espla-Gomis, Nikola Ljubesic, Filip Klubicka, Prokopis Prokopidis, Vassilis Papavassiliou",Procesamiento del Lenguaje Natural 185-188,0,2015,,
Andy Way,Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Tutorial Abstracts,"Andy Way, Patrick Pantel",Proceedings of the 49th Annual Meeting of the Association for Computational …,0,2011,,
Andy Way,Crawl and crowd to bring machine translation to under-resourced languages,"Antonio Toral, Miquel Espla-Gomis, Filip Klubička, Nikola Ljubesic, Vassilis Papavassiliou, Prokopis Prokopidis, Raphael Rubino, Andy Way",Language resources and evaluation 51 (4) 1019-1051,8,2017,,
Andy Way,"Technical report: OpenMaTrEx, a free, open-source hybrid data-driven machine translation system","Pratyush Banerjee, Sandipan Dandapat, Mikel Forcada, Declan Groves, Sergio Penkale, John Tinsley, Andy Way",,2,2011,,
Andy Way,Extending Phrase-Based Translation with Dependencies by Using Graphs,"Liangyou Li, Andy Way, Liu Qun",Proceedings of the 2nd Workshop on Semantics-Driven Machine Translation …,0,2016,,
Andy Way,SUMAT: Data collection and parallel corpus compilation for machine translation of subtitles,"Volha Petukhova, Mirjam Sepesy Maučec",Univerza v Mariboru Fakulteta za elektrotehniko računalništvo in informatiko,10,2012,,
Andy Way,Dcu terminology translation system for medical query subtask at wmt14,"Tsuyoshi Okita, Ali Hosseinzadeh Vahid, Andy Way, Liu Qun",Proceedings of the Ninth Workshop on Statistical Machine Translation 239-245,7,2014,,
Andy Way,USAAR-DCU Hybrid Machine Translation System for ICON 2014,"Santanu Pal, Ankit Srivastava, Sandipan Dandapat, Josef Van Genabith, Liu Qun, Andy Way",Proceedings of the 11th International Conference on Natural Language …,5,2014,,
Andy Way,Extending CCG-based syntactic constraints in hierarchical phrase-based SMT,"Hala Almaghout, Jie Jiang, Andy Way",Proc. of the Annual Conf. of the European Assoc. for Machine Translation …,8,2012,,
Andy Way,A probabilistic feature-based fill-up for smt,"Jian Zhang, Liangyou Li, Andy Way, Liu Qun",Proceedings of the 11th conference of the association for machine …,1,2014,,
Andy Way,Identifying Temporal Orientation of Word Senses,"Mohammad Hasanuzzaman, Gaël Dias, Stéphane Ferrari, Yann Mathet, Andy Way",Proceedings of The 20th SIGNLL Conference on Computational Natural Language …,0,2016,,
Andy Way,The dcu-ictcas mt system at wmt 2014 on german-english translation task,"Liangyou Li, Xiaofeng Wu, Santiago Cortes, Jun Xie, Andy Way, Liu Qun",Proceedings of the Ninth Workshop on Statistical Machine Translation 136-141,12,2014,,
Andy Way,Machine-assisted translation of literary text: A case study,"Antonio Toral, Andy Way",Translation Spaces 4 (2) 240-267,19,2015,,
Andy Way,Post-editing neural machine translation versus translation memory segments,"Pilar Sánchez-Gijón, Joss Moorkens, Andy Way",Machine Translation 33 (1-2) 31-59,10,2019,,
Andy Way,Is Machine Translation Ready for Literature?,"Antonio Toral, Andy Way",Proceedings of Translating and the Computer 36 174-176,9,2014,,
Andy Way,TraMOOC: Translation for Massive Open Online Courses,"Valia Kordoni, Kostadin Cholakov, Markus Egg, Andy Way, Lexi Birch, Katia Kermanidis, Vilelmini Sosoni, Dimitrios Tsoumakos, Antal Van Den Bosch, Ihe Hendrickx, Michael Papadopoulos, Panayota Georgakopoulou, Maria Gialama, Menno Van Zaanen, Ioana Buliga, Mitja Jermol, Davor Orlic",Annual Conference of the European Association for Machine Translation 2015 217,1,2015,,
Andy Way,Perception vs reality: Measuring machine translation post-editing productivity,"Federico Gaspari, Antonio Toral, Sudip K Naskar, Declan Groves, Andy Way",Proceedings of the 11th Conference of the Association for Machine …,30,2014,,
Andy Way,Rich linguistic features for translation memory-inspired consistent translation,"Yifan He Yanjun Ma, Andy Way, Josef Van Genabith",Proceedings of the Thirteenth Machine Translation Summit 456-463,9,2011,,
Andy Way,Translation quality-based supplementary data selection by incremental update of translation models,"Pratyush Banerjee, Sudip K Naskar, Johann Roturier, Andy Way, Josef Van Genabith",Proceedings of COLING 2012 149-166,13,2012,,
Andy Way,TraMOOC (translation for massive open online courses): providing reliable MT for MOOCs,"Valia Kordoni, Lexi Birch, Ioana Buliga, Kostadin Cholakov, Markus Egg, Federico Gaspari, Yota Georgakopoulou, Maria Gialama, Ihe Hendrickx, Mitja Jermol, Katia Kermanidis, Joss Moorkens, Davor Orlic, Michael Papadopoulos, Maja Popovic, Rico Sennrich, Vilelmini Sosoni, Dimitrios Tsoumakos, Antal Van Den Bosch, Menno Van Zaanen, Andy Way",Annual conference of the European Association for Machine Translation 2016 396,5,2016,,
Andy Way,Combining translation memories and statistical machine translation using sparse features,"Liangyou Li, Carla Parra Escartín, Andy Way, Liu Qun",Machine Translation 30 (3-4) 183-202,5,2016,,
Andy Way,Noise reduction experiments in machine translation,"Tsuyoshi Okita, Sudip K Naskar, Andy Way",ECML-PKDD Proceedings of the European conference on machine learning and …,3,2009,,
Andy Way,Proceedings of the Qualities of Literary Machine Translation,"James Hadley, Maja Popovic, Haithem Afli, Andy Way",Proceedings of the Qualities of Literary Machine Translation,0,2019,,
Andy Way,Pitman-Yor Process-Based Language Models for Machine Translation.,"Tsuyoshi Okita, Andy Way",Int. J. Asian Lang. Process. 21 (2) 57-70,4,2011,,
Andy Way,of Treebank Trees and CFGs extracted from Treebanks,"Josef Van Genabith, Andy Way",Treebanks: Building and Using Parsed Corpora 20 367,0,2012,,
Andy Way,"Proceedings of Machine Translation Summit XVII Volume 2: Translator, Project and User Tracks","Mikel Forcada, Andy Way, John Tinsley, Dimitar Shterionov, Celia Rico, Federico Gaspari",Proceedings of Machine Translation Summit XVII Volume 2: Translator Project …,0,2019,,
Andy Way,Monolingual Data Optimisation for Bootstrapping SMT Engines,"Jie Jiang, Andy Way, Nelson Ng, Rejwanul Haque, Mike Dillinger, Jun Lu",Proceedings of MONOMT 2012: AMTA 2012 Workshop on Monolingual Machine …,5,2012,,
Andy Way,Source-side suffix stripping for bengali-to-english SMT,"Rejwanul Haque, Sergio Penkale, Jie Jiang, Andy Way",2012 International Conference on Asian Language Processing 193-196,4,2012,,
Andy Way,A discriminative framework of integrating translation memory features into SMT,"Liangyou Li, Andy Way, Liu Qun",Proceedings of the 11th Conference of the Association for Machine …,9,2014,,
Andy Way,Manual labour: tackling machine translation for sign languages,"Sara Morrissey, Andy Way",Machine Translation 27 (1) 25-64,19,2013,,
Andy Way,Parallel technology tools and resources,"Pavel Pecina, Antonio Toral, Gregor Thurmair, Andy Way, Carsten Schnober",,0,2014,,
Andy Way,MTrill project: Machine Translation impact on language learning,"Natália Resende, Andy Way",Proceedings of the 22nd Annual Conference of the European Association for …,0,2020,,
Andy Way,Translating user-generated content in the social networking space,"Jie Jiang, Andy Way, Rejwanul Haque",Proceedings of the Tenth Biennial Conference of the Association for Machine …,16,2012,,
Andy Way,"Combining EBMT, SMT, TM and IR technologies for quality and scale","Sandipan Dandapat, Sara Morrissey, Andy Way, Josef Van Genabith",Proceedings of the Joint Workshop on Exploiting Synergies between …,11,2012,,
Andy Way,Integrated language technology as part of next generation localisation,"Julie Carson-Berndsen, Harold Somers, Carl Vogel, Andy Way",Localisation Focus 8 (1) 53-66,19,2009,,
Andy Way,Experiments in medical translation shared task at wmt 2014,Jian Zhang,Proceedings of the Ninth Workshop on Statistical Machine Translation 260-265,6,2014,,
Andy Way,Integrating source-language context into phrase-based statistical machine translation,"Rejwanul Haque, Sudip K Naskar, Antal Van Den Bosch, Andy Way",Machine translation 25 (3) 239,21,2011,,
Andy Way,A comparative evaluation of phrase-based statistical and neural machine translation,"Joss Moorkens, Sheila Castilho, Federico Gaspari, Andy Way, Yota Georgakopoulou, Maria Gialama, R Sennrich, A Birch, Antonio Valerio Miceli Barone, Valia Kordoni",Presentation at Translating and the Computer 38 17-18,2,2016,,
Andy Way,D4. 3: Translation project-level evaluation,"Jinhua Du, Joss Moorkens, Ankit Srivastava, Mikołaj Lauer, Andy Way, Alfredo Maldonado, David Lewis",FALCON Project EU FP7. Available at: http://falcon-project. eu/wp-content …,3,2015,,
Andy Way,Statistical machine translation: a guide for linguists and translators,"Mary Hearne, Andy Way",Language and Linguistics Compass 5 (5) 205-226,56,2011,,
Andy Way,Adjunct alignment in translation data with an application to phrase-based statistical machine translation,"Sophie Arnoult, Khalil Sima’An",Proceedings of the 16th Annual Conference of the European Association for …,4,2012,,
Andy Way,COACH: Designing a new CAT Tool with Translator Interaction,"Laura Bota, Christoph Schneider, Andy Way",Machine Translation Summit XIV Main Conference Proceedings 313-320,7,2013,,
Andy Way,Efficient accurate syntactic direct translation models: one tree at a time,"Hany Hassan, Khalil Sima’An, Andy Way",Machine translation 26 (1-2) 121-136,2,2012,,
Andy Way,"David Bellos (ed): Is that a fish in your ear: translation and the meaning of everything: Particular Books, Penguin Group, London, 2011, ix+ 390 pp, ISBN 978-1-846-14464-6 …",Andy Way,Machine translation 26 (3) 255-269,6,2012,,
Andy Way,Investigating ‘aspect’in nmt and smt: Translating the english simple past and present perfect,"Eva Vanmassenhove, Jinhua Du, Andy Way",Computational Linguistics in the Netherlands Journal 7 109-128,7,2017,,
Andy Way,A novel and robust approach for pro-drop language translation,"Longyue Wang, Zhaopeng Tu, Xiaojun Zhang, Siyou Liu, Hang Li, Andy Way, Liu Qun",Machine Translation 31 (1-2) 65-87,6,2017,,
Andy Way,Transformation and decomposition for efficiently implementing and improving dependency-to-string model in Moses,"Liangyou Li, Jun Xie, Andy Way, Liu Qun",Proceedings of SSST-8 Eighth Workshop on Syntax Semantics and Structure in …,5,2014,,
Andy Way,From subtitles to parallel corpora,"Mark Fishel, Yota Georgakopoulou, Sergio Penkale, Volha Petukhova, Matej Rojc, Martin Volk, Andy Way",European Association for Machine Translation,10,2012,,
Andy Way,Statistical Machine Translation: Trends & Challenges,"Andy Way, Hany Hassan",Proceedings of the 2nd International Conference on Arabic Language Resources …,2,2009,,
Andy Way,ABI Neural Ensemble Model for Gender Prediction.,"Eva Vanmassenhove, Amit Moryossef, Alberto Poncelas, Andy Way, Dimitar Shterionov",GxG@ CLIN 53-61,0,2019,,
Andy Way,Effectively Aligning and Filtering Parallel Corpora under Sparse Data Conditions,"Steinþór Steingrímsson, Hrafn Loftsson, Andy Way",Proceedings of the 58th Annual Meeting of the Association for Computational …,0,2020,,
Andy Way,A user-based usability assessment of raw machine translated technical instructions,"Stephen Doherty, Sharon O’Brien",,20,2012,,
Andy Way,Proceedings of the 18th Annual Conference of the European Association for Machine Translation,"Ilknur Durgar El-Kahlout, Mehmed Özkan, Felipe Sanchez-Martinez, Gema Ramirez-Sanchez, Fred Hollowood, Andy Way",Proceedings of the 18th Annual Conference of the European Association for …,0,2015,,
Andy Way,Abu-matran at wmt 2014 translation task: Two-step data selection and rbmt-style synthetic rules,"Raphael Rubino, Antonio Toral, Víctor Sánchez-Cartagena, Jorge Ferrández-Tordera, Sergio Ortiz Rojas, Gema Ramirez-Sanchez, Felipe Sanchez-Martinez, Andy Way",Proceedings of the ninth workshop on statistical machine translation 171-177,8,2014,,
Andy Way,Abu-MaTran: Automatic building of Machine Translation,"Antonio Toral, Tommi Pirinen, Andy Way, Gema Ramirez-Sanchez, Sergio Ortiz Rojas, Raphael Rubino, Miquel Espla-Gomis, Mikel Forcada, Vassilis Papavassiliou, Prokopis Prokopidis, Nikola Ljubesic",Proceedings of the 18th Annual Conference of the European Association for …,0,2015,,
Andy Way,Tourism English-Croatian Parallel Corpus 2.0,"Antonio Toral, Miquel Espla-Gomis, Filip Klubička, Nikola Ljubesic, Vassilis Papavassiliou, Prokopis Prokopidis, Raphael Rubino, Andy Way",Abu-MaTran project,0,2016,,
Andy Way,"Statistical Machine Translation with Factored Translation Model: MWEs, Separation of Affixes, and Others.","Tsuyoshi Okita, Alexandru Ceausu, Andy Way",FLAIRS Conference,0,2011,,
Andy Way,The ADAPT TraMOOC,"Valia Kordoni, Kostadin Cholakov, Markus Egg, Andy Way, Lexi Birch, Katia Kermanidis, Vilelmini Sosoni, Dimitrios Tsoumakos, Antal Van Den Bosch, Ihe Hendrickx, Michael Papadopoulos, Panayota Georgakopoulou, Maria Gialama, Menno Van Zaanen, Ioana Buliga, Mitja Jermol, Davor Orlic",,0,2015,,
Andy Way,Method of and a system for translation,"Yifan He, Yanjun Ma, Andy Way, Josef Van Genabith",US Patent 8805669,0,2014,,
Andy Way,Consistent translation using discriminative learning-a translation memory-inspired approach,"Yanjun Ma, Yifan He, Andy Way, Josef Van Genabith",Proceedings of the 49th Annual Meeting of the Association for Computational …,47,2011,,
Andy Way,Machine Translation: Where We Are at Today,Andy Way,The Bloomsbury Com,8,2018,,
Andy Way,Perception vs. Acceptability of TM and SMT Output: What do translators prefer?,"Pilar Sánchez-Gijón, Joss Moorkens, Andy Way",European Association for Machine Translation,1,2018,,
Andy Way,SmartMATE: An online end-to-end MT post-editing framework,"Sergio Penkale, Andy Way, Uk Delph",Proceedings of the AMTA Workshop on Postediting Technology and Practice 51-59,5,2012,,
Andy Way,Automatically generated parallel treebanks and their exploitability in machine translation,"John Tinsley, Andy Way",Machine Translation 23 (1) 1-22,8,2009,,
Andy Way,Improving the reliability of query expansion for user-generated speech retrieval using query performance prediction,"Ahmad Khwileh, Andy Way, Gareth Jones",International Conference of the Cross-Language Evaluation Forum for European …,5,2017,,
Andy Way,Improved Chinese--English SMT with Chinese “DE” Construction Classification and Reordering,"Jinhua Du, Andy Way",ACM Transactions on Asian Language Information Processing (TALIP) 10 (4) 1-22,2,2011,,
Andy Way,"ELRI: A Decentralised Network of National Relay Stations to Collect, Prepare and Share Language Resources","Thierry Etchegoyhen, Borja Anza Porras, Andoni Azpeitia, Eva Martínez Garcia, José Luis Fonseca, Patricia Fonseca, Paulo Vale, Jane Dunne, Federico Gaspari, Teresa Lynn, Helen Mchugh, Andy Way, Victoria Arranz, Khalid Choukri, Hervé Pusset, Alexandre Sicard, Rui Neto, Maite Melero, David Perez, António Branco, Ruben Branco, Luís Gomes",Proceedings of the 1st International Workshop on Language Technology …,0,2020,,
Andy Way,A framework for diagnostic evaluation of mt based on linguistic checkpoints,"Sudip K Naskar, Antonio Toral, Federico Gaspari, Andy Way",Proceedings of the 13th machine translation summit 529-536,22,2011,,
Andy Way,What types of word alignment improve statistical machine translation?,"Patrik Lambert, Simon Petitrenaud, Yanjun Ma, Andy Way",Machine translation 26 (4) 289-323,4,2012,,
Andy Way,ELRI. European Language Resource Infrastructure,"Thierry Etchegoyhen, Borja Anza Porras, Andoni Azpeitia, Eva Martínez Garcia, Paulo Vale, José Luis Fonseca, Teresa Lynn, Jane Dunne, Federico Gaspari, Andy Way, Victoria Arranz, Khalid Choukri, Vladimir Popescu, Pedro Neiva, Rui Neto, Maite Melero, David Perez, António Branco, Ruben Branco, Luís Gomes",European Association for Machine Translation,1,2018,,
Andy Way,A critique of statistical machine translation,Andy Way,Evaluation of Translation Technology 17-41,24,2009,,
Andy Way,Using example-based MT to support statistical MT when translating homogeneous data in a resource-poor setting,"Sandipan Dandapat, Sara Morrissey, Andy Way, Mikel Forcada",Proceedings of the 15th annual meeting of the European Association for …,19,2011,,
Andy Way,Improving phrase-based SMT using cross-granularity embedding similarity,"Peyman Passban, Chris Hokamp, Andy Way, Liu Qun",Proceedings of the 19th Annual Conference of the European Association for …,6,2016,,
Andy Way,Standard language variety conversion for content localisation via SMT,"Federico Fancellu, Andy Way, Morgan O’Brien",17th Annual Conference of the European Association for Machine Translation …,10,2014,,
Andy Way,"PANACEA, Platform for Automatic, Normalized Annotation and Cost-Effective Acquisition of Language Resources for Human Language Technologies",Núria Bel Rafecas,,0,2014,,
Andy Way,Pivot Machine Translation in INTERACT Project,"Chao-Hong Liu, Andy Way, Catarina Silva, André Ft Martins",Proceedings of Machine Translation Summit XVII Volume 2: Translator Project …,0,2019,,
Andy Way,Syntax-and semantic-based reordering in hierarchical phrase-based statistical machine translation,"Arefeh Kazemi, Antonio Toral, Andy Way, Amirhassan Monadjemi, Mohammadali Nematbakhsh",Expert Systems with Applications 84 186-199,9,2017,,
Andy Way,The DCU Multi-Engine MT System for CWMT’2011,"Xiaofeng Wu, Junhui Li, Jie Jiang, Yifan He, Andy Way",Proceedings of China Workshop on Machine Translation CWMT 2011,2,2011,,
Andy Way,TraMOOC-Translation for Massive Open Online Courses: Recent Developments in Machine Translation,"Rico Sennrich, Antonio Valerio Miceli Barone, Joss Moorkens, Sheila Castilho, Andy Way, Federico Gaspari, Valia Kordoni, Markus Egg, Maja Popovic, Yota Georgakopoulou, Maria Gialama, Menno Van Zaanen",The 20th Annual Conference of the European Association for Machine …,1,2017,,
Andy Way,Dependency-based reordering model for constituent pairs in hierarchical SMT,"Arefeh Kazemi, Antonio Toral, Andy Way, Amirhassan Monadjemi, Mohammadali Nematbakhsh",Proceedings of the 18th Annual Conference of the European Association for …,7,2015,,
