Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Rob Brennan,Detecting Restriction Class Correspondences in Linked Data: The Bayes-ReCCE Bayesian Model Approach,"Brian Walshe, Rob Brennan, Declan O’Sullivan",Innovations Developments and Applications of Semantic Web and Information …,0,2018,,
Rob Brennan,Ontology Consistency and Instance Checking for Real World Linked Data.,"Gavin Mendel Gleason, Kevin Feeney, Rob Brennan",LDQ@ ESWC 1376,7,2015,,
Rob Brennan,Improving curated web-data quality with structured harvesting and assessment,"Kevin Feeney, Declan O’Sullivan, Wei Tai, Rob Brennan",International Journal on Semantic Web and Information Systems (IJSWIS) 10 (2 …,31,2014,,
Rob Brennan,Pervasive knowledge-based networking for maintenance inspection in smart buildings.,"Paul Mara, Rob Brennan, Declan O’Sullivan, Marcus Keane, Kristian McGlinn, James O’Donnell",Proceedings of the 6th international workshop on Managing ubiquitous …,5,2009,,
Rob Brennan,Manageable Dataset Curation for Linked Data,"Wei Tai, Kevin Feeney, Rob Brennan, Declan O’Sullivan",18th International Conference on Knowledge Engineering and Knowledge Management,1,2012,,
Rob Brennan,Challenges for Value-driven Semantic Data Quality Management.,Rob Brennan,ICEIS (1) 385-392,4,2017,,
Rob Brennan,Federated autonomic management of HAN services,"Rob Brennan, Zohar Etzioni, John Keeney, Kevin Feeney, Declan O’Sullivan, William Fitzgerald, Simon Foley",12th IFIP/IEEE International Symposium on Integrated Network Management (IM …,0,2011,,
Rob Brennan,"Challenges for federated, autonomic network management in the Future Internet","Brendan Jennings, Rob Brennan, William Donnelly, Simon Foley, David Lewis, Declan O’Sullivan, John Strassner, Sven Van Der Meer",2009 IFIP/IEEE International Symposium on Integrated Network Management …,32,2009,,
Rob Brennan,The SimCon generator: an interactive context simulator for rapid evaluation of smart building applications using virtual reality,"Kristian McGlinn, Rob Brennan, Declan O’Sullivan, David Lewis",2011 IEEE International Conference on Pervasive Computing and Communications …,5,2011,,
Rob Brennan,Validating interlinks between linked data datasets with the summr methodology,"Alan Meehan, Dimitris Kontokostas, Markus Freudenberg, Rob Brennan, Declan O’Sullivan","OTM Confederated International Conferences"" On the Move to Meaningful …",6,2016,,
Rob Brennan,"Managing Ubiquitous Communications and Services 2011. Eighth International Workshop, MUCS 2011, Proceedings","Burkhard Stiller, Rob Brennan, Sven Van Der Meer, Tom Pfeifer",Multicon Lecture Notes 13,0,2011,,
Rob Brennan,A configurable translation-based cross-lingual ontology mapping system to adjust mapping outcome,"Bo Fu, Rob Brennan, Declan O’Sullivan",Web Semantics: Science Services and Agents on the World Wide Web,38,2012,,
Rob Brennan,Federation lifecycle management incorporating coordination of bio-inspired self-management processes,"Brian Meskill, Sasitharan Balasubramaniam, Rob Brennan, Kevin Feeney, Brendan Jennings",Journal of network and systems management 21 (4) 650-676,5,2013,,
Rob Brennan,Extension of the M-Gov ontology mapping framework for increased traceability.,"Anuj Singh, Christophe Debruyne, Rob Brennan, Alan Meehan, Declan O’Sullivan",OM@ ISWC 49-60,1,2017,,
Rob Brennan,Managed semantic interoperability for federations,"Rob Brennan, Brian Walshe, Declan O’Sullivan",Journal of network and systems management 22 (3) 302-330,5,2014,,
Rob Brennan,Bringing the Semantic Sensor Web to Smart Buildings.,Rob Brennan,ERCIM News 2009 (76),0,2009,,
Rob Brennan,A trust model for capability delegation in federated policy systems,"Kevin Feeney, Simon Foley, Rob Brennan",Risk and Security of Internet and Systems (CRiSIS) 2011 6th International …,12,2011,,
Rob Brennan,Generalizing ITS as an Interoperable Annotation Technique for Global Intelligent Content,"Alexander O’Connor, David Lewis, Rob Brennan, Declan O’Sullivan",Localisation Focus-The International Journal of Localisation;,0,2013,,
Rob Brennan,Explicit federal relationship management to support semantic integration,"Rob Brennan, Kevin Feeney, Brian Walshe, Hendrik Thomas, Declan O’Sullivan",12th IFIP/IEEE International Symposium on Integrated Network Management (IM …,4,2011,,
Rob Brennan,Federating autonomic network management systems for flexible control of end-to-end communications services,"Brendan Jennings, Kevin Feeney, Rob Brennan, Sasitharan Balasubramaniam, Dmitri Botvich, Sven Van Der Meer",Autonomic network management principles: From concepts to applications 101 (6),5,2010,,
Rob Brennan,Enabling Combined Software and Data Engineering: the ALIGNED Suite of Ontologies.,"Monika Solanki, Bojan Bozic, Markus Freudenberg, Dimitris Kontokostas, Rob Brennan, Christian Dirschl",International Semantic Web Conference (Posters & Demos),0,2016,,
Rob Brennan,Building the seshat ontology for a global history databank,"Rob Brennan, Kevin Feeney, Gavin Mendel Gleason, Bojan Bozic, Peter Turchin, Harvey Whitehouse, Pieter Francois, Thomas Currie, Stephanie Grohmann",European Semantic Web Conference 693-708,7,2016,,
Rob Brennan,Seshat: The global history databank,"Peter Turchin, Rob Brennan, Thomas Currie, Kevin C Feeney, Pieter Francois, Daniel Hoyer, Joseph G Manning, Arkadiusz Marciniak, Daniel Austin Mullins, Alessio Palmisano, Peter Peregrine, Edward Al Turner, Harvey Whitehouse",Cliodynamics: The Journal of Quantitative History and Cultural Evolution,134,2015,,
Rob Brennan,"The aligned project–aligned, quality-centric software and data engineering driven by semantics","Odhrán Gavin, Dimitris Kontokostas, Christian Dirschl, Andreas Koller, Jim Davies, Pieter Francois, Rob Brennan",Project Networking Session at ESWC,3,2016,,
Rob Brennan,An evaluation of uplift mapping languages,"Ademar Crotti Junior, Christophe Debruyne, Rob Brennan, Declan O’Sullivan",International Journal of Web Information Systems,12,2017,,
Rob Brennan,"Integration of qos metrics, rules and semantic uplift for advanced iptv monitoring","Ruairí De Fréin, Cristian Olariu, Yuqian Song, Rob Brennan, Patrick Mcdonagh, Adriana Hava, Christina Thorpe, John Murphy, Liam Murphy, Paul French",Journal of Network and Systems Management 23 (3) 673-708,10,2015,,
Rob Brennan,Using Semantic Mappings to Manage Heterogeneity in XLIFF Interoperability,"David Lewis, Rob Brennan, Alan Meehan, Declan O’Sullivan",Localisation Focus 14 (1) 40-42,1,2015,,
Rob Brennan,Multilingual ontology mapping: Challenges and a proposed framework,"Bo Fu, Rob Brennan, Declan O’Sullivan",Workshop on Matching and Meaning-Automated Development Evolution and …,11,2009,,
Rob Brennan,Correspondence pattern attribute selection for consumption of federated data sources,"Brian Walshe, Rob Brennan, Declan O’Sullivan",Network Operations and Management Symposium (NOMS) 2012 IEEE 1234-1240,2,2012,,
Rob Brennan,An Investigation of the Impact of Machine Translation,"Bo Fu, Rob Brennan, Declan O’Sullivan",Proceedings of the 4th Asian Conference on The Semantic Web,15,2009,,
Rob Brennan,Enabling decentralised management through federation,"Kevin Feeney, Rob Brennan, John Keeney, Hendrik Thomas, David Lewis, Aidan Boran, Declan O’Sullivan",Computer Networks 54 (16) 2825-2839,18,2010,,
Rob Brennan,An Interactive Context Simulator for Rapid Evaluation of Smart Building Applications using Virtual Reality,"Kristian McGlinn, David Lewis, Declan O’Sullivan, Rob Brennan",,0,2011,,
Rob Brennan,SERVICE PROVIDERS MULTIDOMAIN IT ARCHITECTURES FOR NEXT-GENERATION COMMUNICATIONS The authors describe a general layered model for describing interdomain relationships and a …,"Rob Brennan, Kevin Feeney, John Keeney, Declan O’Sullivan, Joel J Fleck Ii, Simon Foley, Sven Van Der Meer",IEEE Communications Magazine 48 (8) 110,0,2010,,
Rob Brennan,Multidomain IT architectures for next-generation communications service providers [Next-Generation Telco IT Architectures],"Rob Brennan, Kevin Feeney, John Keeney, Declan O’Sullivan, Joel Fleck, Simon Foley, Sven Van Der Meer",IEEE Communications Magazine 48 (8) 110-117,10,2010,,
Rob Brennan,SPARQL based mapping management,"Alan Meehan, Rob Brennan, Declan O’Sullivan",Proceedings of the 2015 IEEE 9th International Conference on Semantic …,3,2015,,
Rob Brennan,DELTA-LD: A change detection approach for linked datasets,"Anuj Singh, Rob Brennan, Declan O’Sullivan",4th Workshop on Managing the Evolution and Preservation of the Data Web (MEPDaW),6,2018,,
Rob Brennan,Ontology Mapping Representations: A Pragmatic Evaluation.,"Hendrik Thomas, Declan O’Sullivan, Rob Brennan",SEKE 228-232,13,2009,,
Rob Brennan,DaVe: A Semantic Data Value Vocabulary to Enable Data Value Characterisation,"Judie Attard, Rob Brennan",International Conference on Enterprise Information Systems 239-261,0,2018,,
Rob Brennan,Creating a Vocabulary for Data Privacy,"J Pandit Harshvardhan, Axel Polleres, Bert Bos, Rob Brennan, Bud Bruegger, Fajar J Ekaputra, Javier D Fernández, Roghaiyeh Gachpaz Hamed, Elmar Kiesling, Mark Lizar, Eva Schlehahn, Simon Steyskal, Rigo Wenning","OTM Confederated International Conferences"" On the Move to Meaningful …",8,2019,,
Rob Brennan,Automated Monitoring of Data Quality in Linked Data Systems,"Kevin Feeney, Rajan Verma, Max Brunner, Andre Stern, Odhran Gavin, Declan O’Sullivan, Rob Brennan",Computational History and Data-Driven Humanities: Second IFIP WG 12.7 …,0,2016,,
Rob Brennan,FunUL: a method to incorporate functions into uplift mapping languages,"Ademar Crotti Junior, Christophe Debruyne, Rob Brennan, Declan O’Sullivan",Proceedings of the 18th International Conference on Information Integration …,6,2016,,
Rob Brennan,Policy-based integration of multiprovider digital home services,"Rob Brennan, David Lewis, John Keeney, Zohar Etzioni, Kevin Feeney, Declan O’Sullivan, Jose A Lozano, Brendan Jennings",IEEE network 23 (6) 50-56,18,2009,,
Rob Brennan,D7. 12-Data Management Plan,"Dimitris Kontokostas, M Brümmer, Christian Dirschl, Bojan Bozic, Rob Brennan",ALIGNED project deliverable,1,2015,,
Rob Brennan,An architecture for affective management of systems of adaptive systems,"Kevin Feeney, John Keeney, Rob Brennan, Declan O’Sullivan",IEEE International Workshop on Modelling Autonomic Communications …,2,2010,,
Rob Brennan,MooM--a prototype framework for management of ontology mappings,"Hendrik Thomas, Rob Brennan, Declan O’Sullivan",2011 IEEE International Conference on Advanced Information Networking and …,8,2011,,
Rob Brennan,Publishing social sciences datasets as linked data: a political violence case study,"Rob Brennan, Kevin C Feeney, Odhrán Gavin",Exploration Navigation and Retrieval of Information in Cultural Heritage …,8,2013,,
Rob Brennan,Global Intelligent Content: Active Curation of Language Resources using Linked Data.,"David Lewis, Rob Brennan, Leroy Finn, Dominic Jones, Alan Meehan, Declan O’Sullivan, Sebastian Hellmann, Felix Sasaki",LREC 3546-3549,4,2014,,
Rob Brennan,An automatically composable OWL reasoner for resource constrained devices,"Wei Tai, Rob Brennan, John Keeney, Declan O’Sullivan",Semantic Computing 2009. ICSC'09. IEEE International Conference on 495-502,14,2009,,
Rob Brennan,User evaluation study of a tagging approach to semantic mapping,"Colm Conroy, Rob Brennan, Declan O’Sullivan, David Lewis",European Semantic Web Conference 623-637,18,2009,,
Rob Brennan,Open framework middleware for intelligent WSN topology adaption in smart buildings,"Rob Brennan, Wei Tai, Declan O’Sullivan, Muhammad S Aslam, Susan Rea, Dirk Pesch",2009 International Conference on Ultra Modern Telecommunications & Workshops …,11,2009,,
Rob Brennan,Acknowledgment to Reviewers,"Obaid Abbasi, Tariq Abdullah, Constantin Adam, Bernardetta Addis, Reaz Ahmed, Toufik Ahmed, Nadjib Ait Saadi, Waleed Ali, Kevin Almeroth, Riyad Alshammari, Zwi Altman, Rodolfo Enrique Alvizu Gomez, Mohsen Amini, Ahmed Amokrane, Patricia Arias-Cabarcos, Shingo Ata, Remi Badonnel, Antoine Bigomokero Bagula, Vaibhav Bajpai, Javier Baliosian, Arosha Bandara, Nilanjan Banerjee, Marinho Barcellos, Faizul Bari, Rodrigo Barreto, Navid Bayat, Hamid Beigy, Paolo Bellavista, Jiang Bian, Luiz Fernando Bittencourt, Thomas Bocek, Vinicius Borges, Juliana Borin, Mohamed Boucadair, Abbas Bradai, Philip Branch, David Breitgand, Rob Brennan, Michael Brenner, Eusebi Calle, Prasad Calyam, Hakki Cankaya",,0,2015,,
Rob Brennan,Bayes-recce: A bayesian model for detecting restriction class correspondences in linked open data knowledge bases,"Brian Walshe, Rob Brennan, Declan O’Sullivan",International Journal on Semantic Web and Information Systems (IJSWIS) 12 (2 …,11,2016,,
Rob Brennan,Secure federated monitoring of heterogeneous networks,"Rob Brennan, Kevin Feeney, Yuqian Song, Declan O’Sullivan",IEEE Communications Magazine 51 (11) 63-71,3,2013,,
Rob Brennan,Implementing the draft W3C semantic sensor network ontology,"Daniel O’Byrne, Rob Brennan, Declan O’Sullivan",2010 8th IEEE International Conference on Pervasive Computing and …,9,2010,,
Rob Brennan,A macroscope for global history-Seshat global history databank: a methodological overview,"Harvey Whitehouse, Pieter Francois, Jg Manning, Rob Brennan, Thomas Currie, Kevin Feeney, Peter Turchin",Digital Humanities Quarterly,18,2016,,
Rob Brennan,Evaluation of ontology mapping representation,"Hendrik Thomas, Declan O’Sullivan, Rob Brennan",Proceedings of the Workshop on Matching and Meaning 64-68,11,2009,,
Rob Brennan,Towards a framework to support novice users in understanding and monitoring of Home Area Networks,"Yuqian Song, Rob Brennan, David Lewis, Owen Conlan",2012 IEEE International Conference on Pervasive Computing and Communications …,10,2012,,
Rob Brennan,Building High Usability Consumer-oriented Linked Data Mobile Apps.,"Ying Wang, Rob Brennan",AICS 295-307,2,2017,,
